market,funding_total_usd,status,country_code,funding_rounds,seed,venture,equity_crowdfunding,private_equity
Curated Web,2099590,closed,USA,2,0,1699590,0,0
Mobile,48303584,operating,CAN,1,0,48303584,0,0
Games,639000,operating,DEU,1,0,639000,0,0
Curated Web,194530,operating,GBR,1,194530,0,0,0
Curated Web,9294801,operating,USA,2,0,7794801,0,0
Advertising,1512500,operating,USA,1,1512500,0,0,0
Curated Web,6552136,operating,USA,3,1552136,5000000,0,0
Advertising,63000000,operating,USA,5,0,63000000,0,0
Advertising,11000000,operating,USA,2,0,11000000,0,0
Curated Web,100000,closed,USA,1,0,0,0,0
Software,1000000,operating,CAN,1,0,1000000,0,0
Software,500000,operating,CHN,1,0,500000,0,0
Biotechnology,73900000,operating,USA,5,0,47700000,0,0
Health Care,25759274,operating,GBR,1,0,25759274,0,0
Health and Wellness,12388268,operating,,1,0,12388268,0,0
Biotechnology,93500000,operating,USA,5,0,63500000,0,10000000
Advertising,2300000,operating,USA,1,0,2300000,0,0
Hardware + Software,1424243,operating,USA,1,0,1424243,0,0
Hardware + Software,121044236,operating,USA,3,0,0,0,121044236
Health Care,6050000,operating,USA,3,0,6050000,0,0
Software,1286600,operating,FIN,2,1286600,0,0,0
E-Commerce,40000,operating,USA,1,40000,0,0,0
Biotechnology,199300249,operating,USA,2,0,70000249,0,0
Mobile,173121,operating,USA,1,173121,0,0,0
Biotechnology,40000,operating,CHL,1,40000,0,0,0
Health and Wellness,2640044,operating,,3,2400000,0,0,0
Software,5798482,operating,USA,6,0,5798482,0,0
Mobile,50000,acquired,USA,1,50000,0,0,0
Advertising,1700000,operating,USA,1,0,1700000,0,0
Clean Technology,5100000,operating,USA,2,0,4000000,0,0
E-Commerce,1690000,operating,USA,2,565000,0,0,0
Education,2300000,operating,USA,1,0,0,0,0
Biotechnology,3251250,operating,USA,3,0,3251250,0,0
Hardware + Software,68200000,acquired,USA,6,200000,68000000,0,0
Hardware + Software,14766689,operating,USA,2,0,14766689,0,0
Clean Technology,1250000,closed,CHE,1,0,1250000,0,0
Biotechnology,20500000,operating,USA,2,0,20000000,0,0
Web Hosting,12500000,acquired,USA,1,0,12500000,0,0
Health and Wellness,10000,operating,USA,1,10000,0,0,0
Software,195000,operating,USA,1,0,195000,0,0
Advertising,15910140,operating,GBR,1,0,15910140,0,0
Biotechnology,750000,operating,USA,1,0,750000,0,0
Hardware + Software,7729998,closed,USA,1,0,7729998,0,0
Software,3270000,operating,USA,2,0,1720000,0,0
E-Commerce,464000,operating,SGP,1,464000,0,0,0
Clean Technology,10281191,operating,USA,3,0,10281191,0,0
Finance,55000000,operating,USA,1,0,55000000,0,0
Curated Web,8450000,closed,USA,3,0,8450000,0,0
Mobile,17000000,acquired,USA,3,0,17000000,0,0
Clean Technology,65700000,operating,USA,11,0,56800000,0,0
Biotechnology,1424811,operating,GBR,1,1424811,0,0,0
Biotechnology,1030000,operating,USA,2,0,0,0,0
Health and Wellness,10000000,operating,CAN,1,0,10000000,0,0
Curated Web,126144,operating,GBR,1,0,0,0,0
Mobile,12670000,acquired,CHE,1,0,12670000,0,0
Advertising,1505965,operating,USA,1,0,1505965,0,0
Advertising,1442500,operating,USA,1,0,0,0,0
Clean Technology,2416952,operating,USA,4,0,2416952,0,0
Health Care,3493074,operating,USA,3,0,2912074,0,0
Analytics,13200000,operating,ISR,2,0,13200000,0,0
Biotechnology,9076957,operating,USA,2,0,9076957,0,0
Mobile,2000000,operating,USA,1,0,0,0,0
Health and Wellness,308009,operating,USA,1,0,308009,0,0
Software,200010,acquired,USA,1,200010,0,0,0
Finance,150000,closed,USA,1,0,150000,0,0
Curated Web,250000,closed,USA,1,0,0,0,0
Curated Web,1700000,operating,USA,1,1700000,0,0,0
Biotechnology,49600064,operating,USA,5,0,46600064,0,0
Games,1700000,operating,USA,2,600000,1100000,0,0
Mobile,425000,operating,USA,4,252500,0,0,0
Manufacturing,3650000,operating,,1,0,3650000,0,0
Manufacturing,757625,operating,GBR,1,757625,0,0,0
E-Commerce,1009000,operating,USA,2,15000,994000,0,0
Clean Technology,11000000,operating,USA,1,0,11000000,0,0
Software,5100000,operating,USA,1,0,5100000,0,0
Semiconductors,38000000,operating,USA,2,0,38000000,0,0
Biotechnology,50000,operating,USA,1,0,50000,0,0
Biotechnology,500000,operating,USA,1,0,0,0,500000
Social Media,345000,operating,USA,1,0,345000,0,0
Mobile,1700000,,USA,1,0,0,0,0
Biotechnology,1357938,operating,CAN,3,0,1357938,0,0
Analytics,11500000,operating,NLD,1,0,11500000,0,0
Software,108000,closed,USA,1,0,108000,0,0
Hardware + Software,6030000,operating,GBR,2,0,6030000,0,0
Clean Technology,10000000,operating,ISR,1,0,10000000,0,0
Hardware + Software,6000000,operating,CAN,1,0,6000000,0,0
Software,13470000,acquired,USA,3,0,13470000,0,0
Biotechnology,3800000,operating,USA,1,0,3800000,0,0
Biotechnology,9699336,operating,GBR,3,0,6574000,0,0
Biotechnology,12018047,operating,USA,2,0,12018047,0,0
Advertising,1500000,acquired,,1,0,1500000,0,0
Health and Wellness,200000,closed,USA,1,0,200000,0,0
Software,10669070,acquired,BEL,2,0,10669070,0,0
Education,500000,operating,TWN,2,450000,0,0,0
Security,9000000,acquired,USA,1,0,9000000,0,0
Software,20000000,operating,USA,1,0,20000000,0,0
Software,50000,operating,CAN,1,50000,0,0,0
Finance,300000,operating,SWE,1,300000,0,0,0
Health and Wellness,948000,operating,USA,1,0,948000,0,0
Software,2400000,operating,USA,1,0,2400000,0,0
Software,245000,operating,RUS,2,245000,0,0,0
Education,820000,operating,USA,1,0,820000,0,0
Enterprise Software,458333,operating,USA,2,428333,30000,0,0
Semiconductors,14400000,operating,USA,4,0,13000000,0,0
Software,232845,operating,USA,1,0,0,0,0
Mobile,2300000,operating,USA,2,0,2300000,0,0
Health Care,200000,operating,USA,1,0,200000,0,0
Mobile,164744,operating,,1,0,0,0,0
E-Commerce,8000000,operating,CHN,1,0,8000000,0,0
Finance,200000,closed,CHN,1,0,0,0,0
E-Commerce,162954,operating,,1,0,162954,0,0
Mobile,16600000,acquired,USA,5,0,14800000,0,0
Enterprise Software,2500000,operating,GBR,1,0,2500000,0,0
Hardware + Software,8100000,operating,CHN,1,0,8100000,0,0
Clean Technology,10000000,operating,CHN,1,0,10000000,0,0
Mobile,162954,operating,,1,0,0,0,0
E-Commerce,164744,operating,,1,0,0,0,0
Hardware + Software,500000,closed,POL,1,500000,0,0,0
Analytics,1720000,acquired,USA,2,1720000,0,0,0
Software,12500000,operating,USA,1,0,12500000,0,0
Curated Web,3000000,operating,USA,2,3000000,0,0,0
Games,150000,operating,,1,150000,0,0,0
Mobile,300000,closed,AUS,2,150000,0,0,0
Software,806000,operating,USA,2,0,0,0,0
Advertising,15170000,operating,GBR,1,0,15170000,0,0
Software,80000,operating,USA,1,0,80000,0,0
Mobile,40000,operating,CHL,1,40000,0,0,0
E-Commerce,1700000,closed,ISR,1,0,0,0,0
Advertising,128770,operating,GBR,1,128770,0,0,0
Advertising,188321,operating,KOR,1,0,0,0,0
Software,43449200,operating,FRA,3,0,43449200,0,0
Software,7160000,operating,USA,1,0,7160000,0,0
Semiconductors,25000000,operating,USA,1,0,25000000,0,0
Curated Web,300000,closed,USA,1,0,0,0,0
Software,30000,operating,CHN,1,0,0,0,0
Mobile,891177,closed,GBR,1,0,0,0,0
Software,350000,operating,CAN,1,350000,0,0,0
Biotechnology,1316103,operating,USA,4,350000,110000,0,0
Mobile,30000,operating,USA,1,0,0,30000,0
Curated Web,15000,operating,USA,1,15000,0,0,0
Games,500000,operating,CAN,1,500000,0,0,0
Advertising,5100000,operating,GBR,2,0,5100000,0,0
Mobile,50733,operating,MEX,1,50733,0,0,0
Biotechnology,23997760,,AUS,2,0,0,0,0
Security,49000000,closed,USA,5,0,49000000,0,0
Health Care,66017760,operating,USA,9,0,53617760,0,0
Enterprise Software,4855000,operating,USA,3,1550000,2800000,0,0
Software,6700000,operating,NOR,1,0,6700000,0,0
Clean Technology,47000000,operating,USA,3,0,47000000,0,0
Software,1000000,operating,USA,1,0,0,0,0
Education,21000000,operating,USA,3,0,21000000,0,0
Biotechnology,1000000,operating,USA,1,0,1000000,0,0
Health Care,990000,operating,USA,1,0,0,0,0
Software,2290000,operating,FRA,1,0,2290000,0,0
Finance,51000000,operating,,2,0,51000000,0,0
Social Media,18000,operating,USA,1,18000,0,0,0
Health and Wellness,35000,operating,USA,1,0,35000,0,0
Health and Wellness,100000,operating,USA,2,0,100000,0,0
Software,7299995,operating,USA,1,0,7299995,0,0
Hardware + Software,2853205,operating,USA,1,0,2853205,0,0
E-Commerce,40000,operating,BRA,1,40000,0,0,0
Software,692000,closed,,1,0,692000,0,0
Semiconductors,2573200,operating,FRA,1,0,2573200,0,0
Software,26348532,operating,,4,0,24000000,0,0
E-Commerce,1500000,operating,CYP,1,0,1500000,0,0
Health and Wellness,257592,operating,,1,0,0,0,0
Biotechnology,23394037,operating,USA,2,0,23394037,0,0
Web Hosting,25000000,operating,USA,1,0,25000000,0,0
Health Care,1085000,operating,USA,3,0,1085000,0,0
Hardware + Software,441613,operating,USA,1,0,441613,0,0
Hardware + Software,38069660,operating,USA,7,0,38000000,0,0
Software,220000000,operating,USA,2,0,220000000,0,0
Clean Technology,2900000,operating,CHE,3,2050000,0,0,0
Curated Web,150000,operating,ISR,1,150000,0,0,0
Enterprise Software,150000,operating,USA,2,150000,0,0,0
Biotechnology,1250000,operating,USA,2,0,1250000,0,0
Semiconductors,4000000,closed,,2,0,4000000,0,0
Finance,150000,operating,USA,1,150000,0,0,0
Health Care,57469263,operating,GBR,2,0,57469263,0,0
Biotechnology,11500,operating,USA,1,11500,0,0,0
Biotechnology,28712619,acquired,USA,3,0,25155437,0,0
Mobile,50750012,operating,USA,7,0,48000012,0,0
Biotechnology,35000000,operating,USA,1,0,35000000,0,0
Software,4580000,operating,USA,2,0,4580000,0,0
Advertising,61199999,operating,USA,4,0,61199999,0,0
Analytics,3000000,operating,USA,1,0,3000000,0,0
Finance,2145000,operating,,3,20000,0,0,0
Analytics,43999999,operating,USA,5,0,42000000,0,0
Social Media,41049041,operating,USA,4,0,41049041,0,0
Analytics,550000,operating,USA,1,0,0,0,0
Analytics,325000,operating,USA,1,0,0,0,0
Curated Web,23800000,operating,USA,3,2100000,21700000,0,0
Biotechnology,406039700,operating,USA,1,0,406039700,0,0
Health and Wellness,22000000,operating,USA,2,3000000,19000000,0,0
Enterprise Software,3600000,operating,USA,1,0,3600000,0,0
Semiconductors,105000,operating,USA,1,0,0,0,0
Health and Wellness,30000,operating,USA,1,0,0,0,0
Hardware + Software,2424402,operating,GBR,1,0,2424402,0,0
Biotechnology,7536731,operating,USA,3,0,7536731,0,0
Biotechnology,1050000,operating,USA,1,0,1050000,0,0
Enterprise Software,3540000,operating,USA,1,0,3540000,0,0
Enterprise Software,6286900,operating,USA,2,0,0,0,0
Security,6800990,operating,USA,2,0,6800990,0,0
Software,200000,operating,USA,1,0,200000,0,0
Biotechnology,22039074,operating,GBR,6,0,0,0,10520000
Enterprise Software,666582,operating,USA,1,0,666582,0,0
Software,1000000,operating,CAN,1,0,1000000,0,0
Hardware + Software,4500000,operating,USA,1,0,0,0,0
Software,278500,closed,USA,1,0,278500,0,0
Security,6577232,operating,USA,5,0,6077289,0,0
E-Commerce,7904280,operating,USA,3,2000000,5904280,0,0
Finance,2750000,,USA,2,2750000,0,0,0
Biotechnology,17000000,operating,GBR,1,0,17000000,0,0
Hardware + Software,28138334,closed,USA,4,0,25338334,0,0
Biotechnology,14025045,operating,USA,1,0,0,0,0
Advertising,28300000,acquired,USA,3,0,28300000,0,0
Software,1800000,operating,USA,1,0,1800000,0,0
Analytics,34850000,operating,GBR,3,0,33500000,0,0
Software,676246,operating,ESP,1,676246,0,0,0
Enterprise Software,7000000,,USA,1,0,7000000,0,0
Curated Web,50000,closed,GBR,1,50000,0,0,0
Software,62607,operating,GBR,1,62607,0,0,0
Curated Web,130000,closed,CAN,1,130000,0,0,0
Semiconductors,34231994,acquired,USA,4,0,32000000,0,0
Curated Web,425000,operating,USA,2,0,0,0,0
Clean Technology,107500000,operating,USA,4,0,107500000,0,0
Enterprise Software,1500000,closed,USA,1,0,1500000,0,0
Security,650000,operating,USA,2,150000,500000,0,0
Education,1986223,operating,USA,5,738000,970223,0,0
Web Hosting,2990000,operating,FRA,1,0,2990000,0,0
Curated Web,500000,operating,USA,1,500000,0,0,0
Manufacturing,81000000,operating,SGP,2,0,0,0,81000000
Clean Technology,4200000,operating,USA,1,0,4200000,0,0
Games,3742500,operating,USA,1,0,3742500,0,0
Mobile,505000,operating,USA,1,505000,0,0,0
Finance,10000000,operating,CAN,1,0,10000000,0,0
Software,13000000,operating,IND,1,0,13000000,0,0
Education,450000,operating,USA,2,250000,0,0,0
E-Commerce,1980000,operating,USA,2,0,0,0,0
Hardware + Software,264000,operating,USA,1,0,264000,0,0
Software,4100000,operating,USA,1,0,4100000,0,0
Software,1800000,acquired,USA,1,1800000,0,0,0
Semiconductors,1678446,operating,USA,1,0,1678446,0,0
Games,11600000,operating,AUS,2,0,10000000,0,0
E-Commerce,1620000,operating,USA,3,0,1620000,0,0
Software,100000,operating,USA,1,0,100000,0,0
Mobile,8800000,operating,CAN,3,0,8800000,0,0
Mobile,9000000,operating,USA,3,3500000,5500000,0,0
Enterprise Software,138700000,operating,CAN,4,0,38700000,0,100000000
Finance,100000,operating,USA,1,0,0,100000,0
Enterprise Software,5200000,operating,USA,1,0,5200000,0,0
E-Commerce,78500000,acquired,USA,6,0,58500000,0,0
Software,6399980,operating,USA,2,0,6399980,0,0
Clean Technology,10234700,operating,GBR,1,0,10234700,0,0
Health Care,1300000,operating,USA,5,900000,0,0,0
Software,1280000,acquired,USA,2,0,1280000,0,0
Software,17800000,closed,USA,2,0,17800000,0,0
E-Commerce,2043396,operating,USA,4,0,2043396,0,0
Curated Web,196000000,operating,IND,5,0,196000000,0,0
Biotechnology,5181090,operating,USA,1,0,5181090,0,0
Biotechnology,17700000,operating,USA,2,0,17400000,0,0
Mobile,10000000,operating,USA,1,0,10000000,0,0
Social Media,100000,operating,USA,1,0,100000,0,0
Biotechnology,1486000,closed,USA,1,0,0,0,1486000
Hardware + Software,12300000,operating,USA,3,0,12300000,0,0
Biotechnology,526000000,operating,USA,2,0,0,0,0
Mobile,10061414,operating,GBR,3,623227,9438187,0,0
Clean Technology,113300000,operating,IND,1,0,0,0,113300000
Health and Wellness,2050000,operating,USA,2,0,2050000,0,0
E-Commerce,175325006,operating,USA,7,0,175325006,0,0
Education,51500000,operating,USA,2,0,42000000,0,0
Finance,6250000,operating,USA,1,0,0,0,0
Software,11250000,operating,USA,3,0,5000000,0,0
Software,300000,operating,FRA,1,300000,0,0,0
Software,150000,operating,USA,3,125000,0,0,0
Games,32680,operating,BGR,1,32680,0,0,0
Mobile,1200000,operating,GBR,1,1200000,0,0,0
Software,150000,operating,USA,1,150000,0,0,0
Mobile,1800000,operating,USA,2,0,0,0,0
Software,10000000,acquired,USA,1,0,10000000,0,0
Software,24750000,acquired,USA,3,0,16000000,0,0
Finance,1140000,operating,FRA,3,640000,0,0,0
Software,20250000,acquired,USA,2,0,20250000,0,0
Software,49837,operating,ARG,2,49837,0,0,0
Semiconductors,30000000,acquired,USA,2,0,30000000,0,0
Software,260000,closed,FIN,1,260000,0,0,0
Biotechnology,16200000,operating,USA,2,0,11200000,0,5000000
Enterprise Software,935000,closed,USA,1,0,935000,0,0
Social Media,545000,operating,USA,1,545000,0,0,0
Curated Web,15000000,operating,BMU,1,0,15000000,0,0
Analytics,100000,operating,USA,2,100000,0,0,0
Software,375000,operating,USA,1,375000,0,0,0
Security,1000000,operating,ESP,1,1000000,0,0,0
E-Commerce,45418,operating,KOR,2,18357,0,0,0
Health and Wellness,562500,acquired,USA,1,0,0,0,0
Software,2089000,operating,USA,1,0,2089000,0,0
Hardware + Software,5500000,operating,USA,1,0,5500000,0,0
Software,460000,operating,USA,1,0,460000,0,0
E-Commerce,10000000,operating,CHN,2,0,10000000,0,0
Software,454900,operating,USA,1,0,0,0,0
Enterprise Software,1000000,operating,HKG,1,0,1000000,0,0
Manufacturing,1025026,operating,USA,1,0,0,0,0
Software,4000000,operating,CHN,2,0,4000000,0,0
Software,435000,operating,USA,1,0,435000,0,0
Enterprise Software,7000000,closed,USA,1,0,7000000,0,0
Software,2500000,operating,USA,1,0,2500000,0,0
Biotechnology,7000000,operating,,1,0,7000000,0,0
Software,300000,operating,,1,300000,0,0,0
Software,100000,operating,,1,0,100000,0,0
Software,40100000,operating,USA,3,0,40100000,0,0
Hardware + Software,3221156,operating,USA,1,0,3221156,0,0
Curated Web,23084124,acquired,DEU,4,0,23084124,0,0
Advertising,2000000,operating,USA,1,2000000,0,0,0
Finance,2580000,operating,DEU,1,0,2580000,0,0
Hardware + Software,7576257,operating,,1,0,7576257,0,0
Software,500000,operating,USA,1,0,500000,0,0
Advertising,20000000,closed,CHN,1,0,20000000,0,0
Mobile,37000,operating,USA,3,37000,0,0,0
Software,250000,operating,USA,1,0,250000,0,0
Semiconductors,33162998,operating,USA,4,0,33162998,0,0
Biotechnology,18933082,operating,USA,2,0,18933082,0,0
Games,1000000,operating,USA,1,0,0,0,0
E-Commerce,115000,operating,BRA,2,0,0,0,0
Software,24900000,operating,USA,4,0,23400000,0,0
Software,12951250,operating,BEL,3,0,12951250,0,0
Mobile,3500000,operating,USA,2,1000000,0,0,0
Enterprise Software,5300000,operating,USA,2,0,5300000,0,0
Software,5082200,operating,USA,4,0,2082200,0,0
Hardware + Software,180000,operating,USA,1,180000,0,0,0
E-Commerce,3216500,operating,FRA,1,0,3216500,0,0
Manufacturing,4500000,operating,USA,1,0,4500000,0,0
Curated Web,6000,operating,BRA,1,6000,0,0,0
Software,2000000,operating,USA,1,0,2000000,0,0
E-Commerce,1450000,operating,USA,2,250000,1200000,0,0
Software,8000019,operating,ISR,2,0,5500019,0,0
Mobile,1965000,operating,USA,1,0,1965000,0,0
Advertising,3400000,operating,USA,1,0,3400000,0,0
Software,1349142,operating,USA,1,0,1349142,0,0
Software,98000000,operating,CAN,1,0,98000000,0,0
Enterprise Software,2848000,operating,USA,3,1068000,1780000,0,0
Web Hosting,26000000,acquired,,1,0,26000000,0,0
Web Hosting,4140000,acquired,CAN,1,0,4140000,0,0
Hardware + Software,26445026,operating,USA,1,0,0,0,0
Security,87145,operating,USA,1,0,87145,0,0
Health Care,3450000,operating,USA,1,0,0,0,0
Clean Technology,220000,operating,USA,1,220000,0,0,0
Advertising,5300000,operating,USA,1,5300000,0,0,0
Advertising,1824993,operating,USA,1,0,1824993,0,0
Biotechnology,8437500,operating,USA,1,0,0,0,0
Biotechnology,2985244,operating,CAN,3,0,406039,0,0
Security,4672519,operating,GBR,2,0,0,1172519,0
Software,1000000,operating,USA,1,1000000,0,0,0
Mobile,11384091,operating,FRA,3,0,11384091,0,0
Hardware + Software,99000,operating,USA,1,0,99000,0,0
Mobile,68000000,closed,USA,2,0,68000000,0,0
Curated Web,577000,operating,GRC,2,577000,0,0,0
Health Care,476680,operating,USA,1,0,476680,0,0
Biotechnology,20450011,operating,USA,1,0,0,0,20450011
Software,22274927,operating,GBR,1,0,22274927,0,0
Hardware + Software,9000000,operating,USA,1,0,9000000,0,0
Health Care,1593460,operating,IRL,1,0,1593460,0,0
Mobile,271000,operating,USA,2,0,0,0,0
Biotechnology,42500005,operating,USA,2,0,27500005,0,0
Biotechnology,212900000,operating,USA,6,0,148500000,0,64400000
Hardware + Software,4500000,operating,USA,1,0,0,0,0
Hardware + Software,7650000,closed,ISR,1,0,7650000,0,0
Software,458638,operating,KOR,1,0,0,0,0
Enterprise Software,1760000,acquired,GBR,1,0,1760000,0,0
Enterprise Software,15000000,operating,USA,1,0,15000000,0,0
Health and Wellness,1400000,operating,USA,1,0,1400000,0,0
Health Care,1647446,operating,CHN,1,0,0,0,0
Software,60000,operating,UKR,1,0,0,0,0
Mobile,100000,operating,USA,1,100000,0,0,0
Software,561238,operating,GBR,1,561238,0,0,0
Biotechnology,19500000,operating,IND,1,0,19500000,0,0
Biotechnology,115000528,operating,USA,5,0,80000528,0,0
Software,300000,operating,USA,1,0,300000,0,0
Software,2575000,operating,USA,1,0,0,0,0
Biotechnology,33887517,operating,USA,2,0,33887517,0,0
E-Commerce,66900000,operating,USA,8,9000000,54300000,0,0
Software,80000,operating,CAN,1,0,0,0,0
Web Hosting,3250000,operating,USA,1,0,3250000,0,0
Advertising,1500000,acquired,USA,1,0,1500000,0,0
Health and Wellness,20000,operating,USA,1,20000,0,0,0
Health and Wellness,68850000,operating,USA,5,0,68850000,0,0
Software,36297490,operating,USA,3,0,36297490,0,0
Mobile,150000,operating,USA,2,150000,0,0,0
Social Media,3500000,operating,USA,3,500000,3000000,0,0
Games,1500000,operating,USA,2,0,1500000,0,0
Social Media,6950000,operating,USA,4,550000,5300000,0,0
Clean Technology,77000000,operating,CAN,1,0,77000000,0,0
Software,24250000,acquired,GBR,1,0,24250000,0,0
Manufacturing,1045000,operating,USA,3,0,930000,0,0
Biotechnology,23360000,operating,USA,2,0,23360000,0,0
Web Hosting,1000000,operating,USA,1,0,1000000,0,0
Health Care,350000,operating,USA,1,0,0,0,0
Clean Technology,186190000,closed,USA,2,0,186190000,0,0
E-Commerce,5000000,acquired,GBR,1,0,5000000,0,0
Curated Web,5100000,operating,USA,4,1000000,4100000,0,0
Finance,12000000,operating,,1,0,12000000,0,0
Education,1400000,operating,USA,4,1400000,0,0,0
Software,38979,operating,,1,38979,0,0,0
Mobile,34995,operating,USA,1,0,34995,0,0
Health Care,1426094,operating,USA,1,0,0,0,0
Manufacturing,7920000,operating,GBR,1,0,7920000,0,0
Biotechnology,9485000,operating,USA,3,0,8635000,0,0
Biotechnology,66401413,operating,USA,5,0,63901413,0,0
Mobile,4183800,closed,GBR,2,0,4183800,0,0
Biotechnology,56040950,operating,USA,4,0,6790950,0,0
Software,61000000,operating,USA,4,0,61000000,0,0
Software,1379372,acquired,USA,2,250000,1129372,0,0
Software,206517,operating,NLD,2,206517,0,0,0
Software,9726000,acquired,CAN,2,0,9726000,0,0
Mobile,4184999,,USA,1,0,4184999,0,0
Hardware + Software,25500000,operating,USA,2,0,25500000,0,0
Software,11230000,acquired,USA,2,0,11230000,0,0
Biotechnology,87386000,operating,USA,4,0,17386000,0,0
Games,27000000,,USA,3,0,24000000,0,0
E-Commerce,150000,operating,USA,1,150000,0,0,0
E-Commerce,35000,operating,,1,35000,0,0,0
Education,25000,operating,USA,1,25000,0,0,0
Clean Technology,30000000,,USA,1,0,0,0,0
Software,1000000,operating,USA,1,0,1000000,0,0
Social Media,1320000,operating,EST,1,0,1320000,0,0
Finance,325000,operating,USA,2,250000,75000,0,0
Finance,2134804,operating,USA,1,0,2134804,0,0
Curated Web,17110298,operating,GBR,1,0,17110298,0,0
Software,2000000,closed,USA,1,0,0,0,0
Curated Web,100000,operating,USA,1,100000,0,0,0
Biotechnology,343000,operating,USA,1,0,343000,0,0
Software,26000000,operating,USA,2,0,26000000,0,0
Biotechnology,48300000,acquired,USA,1,0,48300000,0,0
E-Commerce,4427919,operating,USA,2,0,4427919,0,0
Software,20700000,operating,USA,3,0,20700000,0,0
Health Care,1091663,operating,USA,1,1091663,0,0,0
Software,120000,operating,,1,120000,0,0,0
Games,40000,operating,SLV,1,40000,0,0,0
Analytics,1400000,closed,USA,1,1400000,0,0,0
Manufacturing,67576091,operating,USA,8,0,62551483,0,0
Mobile,12500000,closed,USA,1,0,12500000,0,0
Web Hosting,16000000,acquired,USA,3,0,16000000,0,0
Games,16030566,acquired,USA,3,0,16030566,0,0
Mobile,950000,operating,USA,2,0,950000,0,0
Games,50000000,operating,USA,2,0,50000000,0,0
Education,570000,operating,,1,570000,0,0,0
Health and Wellness,350000,operating,USA,1,0,350000,0,0
Hardware + Software,1030000,operating,DEU,1,0,1030000,0,0
Manufacturing,2160000,operating,USA,2,0,2160000,0,0
Biotechnology,831001,operating,USA,3,0,831001,0,0
Manufacturing,15000000,operating,CHN,2,0,15000000,0,0
Clean Technology,1925548,operating,,1,0,1925548,0,0
Security,750000,operating,ISR,1,750000,0,0,0
Clean Technology,40000,operating,GBR,2,40000,0,0,0
Software,910000,operating,,2,910000,0,0,0
Mobile,2580000,operating,GBR,1,0,2580000,0,0
Clean Technology,4500000,operating,SWE,1,0,4500000,0,0
Health Care,40000,operating,CHL,1,40000,0,0,0
Health Care,18540271,operating,USA,5,0,11140271,0,4400000
Advertising,99585670,operating,JPN,7,0,99585670,0,0
Software,40000,operating,USA,1,40000,0,0,0
Enterprise Software,8550000,acquired,USA,1,0,8550000,0,0
Analytics,1850000,operating,USA,2,1850000,0,0,0
Advertising,2250000,operating,USA,2,2250000,0,0,0
Software,20996540,operating,AUS,2,0,0,0,20996540
E-Commerce,6000000,operating,USA,1,0,0,0,0
Curated Web,25000,closed,GBR,1,0,25000,0,0
Education,100000,operating,USA,1,100000,0,0,0
Mobile,80000,operating,USA,2,80000,0,0,0
Finance,7000000,operating,USA,1,0,7000000,0,0
Clean Technology,1000000,acquired,USA,1,0,0,0,0
Hardware + Software,500000,operating,USA,2,0,500000,0,0
Curated Web,14200000,operating,USA,2,0,14200000,0,0
Finance,4777000,operating,USA,3,277000,4500000,0,0
Software,3000000,operating,USA,3,1000000,2000000,0,0
Enterprise Software,1446466,operating,,1,0,1446466,0,0
Software,13196231,acquired,USA,2,0,13196231,0,0
Hardware + Software,16000000,operating,IND,1,0,16000000,0,0
Health Care,1644000,operating,ISR,2,0,0,0,0
Software,25000000,operating,USA,1,0,25000000,0,0
Enterprise Software,67125009,operating,CAN,3,0,22125009,0,40000000
Enterprise Software,275000,operating,USA,1,275000,0,0,0
Biotechnology,3000000,operating,,1,0,3000000,0,0
Software,150000,operating,USA,1,0,150000,0,0
Software,1831830,operating,USA,2,0,1831830,0,0
E-Commerce,35000,operating,ARG,1,35000,0,0,0
Biotechnology,1609750,operating,USA,2,0,484750,0,0
Software,200000,operating,USA,1,0,200000,0,0
Analytics,4620000,operating,GBR,5,310000,3210000,0,0
Mobile,9300000,operating,,1,0,9300000,0,0
Enterprise Software,3625000,acquired,USA,3,0,3200000,0,0
Social Media,8300000,operating,USA,2,0,8300000,0,0
Games,418750,operating,USA,2,418750,0,0,0
Analytics,180000,operating,USA,1,180000,0,0,0
Games,500000,operating,USA,1,0,0,0,0
Software,1347498,closed,USA,2,0,1347498,0,0
Software,13000000,operating,USA,2,0,13000000,0,0
Software,66401577,operating,USA,7,0,59535352,0,6866225
Curated Web,431846,operating,GBR,1,431846,0,0,0
Curated Web,1950000,operating,USA,2,0,1200000,0,0
Social Media,350000,operating,CAN,1,350000,0,0,0
Software,566000,operating,RUS,12,275300,154000,0,0
Software,10354400,,DEU,1,0,10354400,0,0
Games,82750000,operating,USA,3,0,82750000,0,0
E-Commerce,100000000,operating,GBR,1,0,0,0,100000000
Curated Web,3000,operating,USA,1,0,0,0,0
Health Care,10000000,operating,ISR,1,0,10000000,0,0
Curated Web,15208936,operating,USA,5,500000,5000000,0,0
Biotechnology,2100000,operating,USA,1,0,2100000,0,0
Biotechnology,1689068,operating,DNK,3,380000,1309068,0,0
E-Commerce,2550000,operating,IND,2,0,1550000,0,0
Biotechnology,396949840,operating,USA,4,0,18949840,0,378000000
Games,2000000,acquired,USA,1,0,2000000,0,0
Games,1000000,closed,USA,1,0,1000000,0,0
E-Commerce,4000000,operating,USA,2,4000000,0,0,0
Biotechnology,27780000,operating,USA,2,0,27780000,0,0
Health Care,100000,operating,USA,1,0,0,0,0
Clean Technology,40000,operating,USA,1,40000,0,0,0
Health and Wellness,25000,operating,USA,1,25000,0,0,0
